StudentHistory,StudentHistory.StudentHistoryID,StudentHistory.StudentID,StudentHistory.DateRegistered,StudentHistory.DateSchool,StudentHistory.SchoolType,StudentHistory.Seq,StudentHistory.CSeq,StudentHistory.student
ETL.Transfer.Models.StudentHistory,0,1,"12/12/2013 4:41:56 PM","1/6/2014 12:00:00 AM",s,1,12,""
ETL.Transfer.Models.StudentHistory,0,1,"12/12/2013 4:41:56 PM","1/6/2014 12:00:00 AM",s,1,18,""
ETL.Transfer.Models.StudentHistory,0,1,"12/12/2013 4:41:56 PM","1/6/2014 12:00:00 AM",s,1,25,""
ETL.Transfer.Models.StudentHistory,0,1,"12/2/2014 12:19:04 PM","1/12/2015 12:00:00 AM",s,1,14,""
ETL.Transfer.Models.StudentHistory,0,1,"12/2/2014 12:19:04 PM","1/12/2015 12:00:00 AM",s,1,29,""
ETL.Transfer.Models.StudentHistory,0,1,"12/2/2015 3:07:20 PM","1/11/2016 12:00:00 AM",s,1,11,""
ETL.Transfer.Models.StudentHistory,0,1,"12/2/2015 3:07:20 PM","1/11/2016 12:00:00 AM",s,1,12,""
ETL.Transfer.Models.StudentHistory,0,1,"12/2/2015 3:07:20 PM","1/11/2016 12:00:00 AM",s,1,29,""
ETL.Transfer.Models.StudentHistory,0,1,"12/8/2016 7:29:15 AM","1/9/2017 12:00:00 AM",s,1,25,""
ETL.Transfer.Models.StudentHistory,0,1,"12/12/2017 10:00:49 AM","1/8/2018 12:00:00 AM",s,1,5,""
ETL.Transfer.Models.StudentHistory,0,1,"12/4/2018 10:25:44 AM","1/7/2019 12:00:00 AM",s,1,17,""
ETL.Transfer.Models.StudentHistory,0,1,"12/4/2018 10:25:44 AM","1/7/2019 12:00:00 AM",s,1,18,""
ETL.Transfer.Models.StudentHistory,0,1,"12/4/2018 10:25:44 AM","1/7/2019 12:00:00 AM",s,1,33,""
ETL.Transfer.Models.StudentHistory,0,2,"10/7/2021 12:41:59 PM","11/15/2021 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,2,"2/7/2022 4:17:55 PM","3/7/2022 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,3,"9/29/2022 2:12:04 PM","10/25/2022 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,4,"9/30/2013 8:39:43 AM","11/18/2013 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,5,"9/16/2021 11:24:06 AM","11/30/2021 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,5,"6/15/2021 4:42:11 PM","7/26/2021 12:00:00 AM",s,1,1,""
ETL.Transfer.Models.StudentHistory,0,5,"6/7/2022 11:15:09 AM","7/25/2022 12:00:00 AM",s,1,27,""
ETL.Transfer.Models.StudentHistory,0,5,"6/7/2022 11:15:09 AM","7/25/2022 12:00:00 AM",s,1,28,""
ETL.Transfer.Models.StudentHistory,0,6,"3/28/2023 9:37:57 AM","4/26/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,7,"1/7/2009 10:19:59 AM","1/12/2009 12:00:00 AM",s,1,11,""
ETL.Transfer.Models.StudentHistory,0,7,"7/10/2009 10:46:48 AM","7/27/2009 12:00:00 AM",s,1,10,""
ETL.Transfer.Models.StudentHistory,0,7,"7/10/2009 10:46:48 AM","7/27/2009 12:00:00 AM",s,1,12,""
ETL.Transfer.Models.StudentHistory,0,7,"7/10/2009 10:46:48 AM","7/27/2009 12:00:00 AM",s,1,29,""
ETL.Transfer.Models.StudentHistory,0,7,"7/1/2010 5:11:04 PM","7/26/2010 12:00:00 AM",s,1,21,""
ETL.Transfer.Models.StudentHistory,0,7,"7/1/2010 5:11:04 PM","7/26/2010 12:00:00 AM",s,1,36,""
ETL.Transfer.Models.StudentHistory,0,7,"7/8/2011 2:25:28 PM","7/25/2011 12:00:00 AM",s,1,17,""
ETL.Transfer.Models.StudentHistory,0,7,"7/8/2011 2:25:28 PM","7/25/2011 12:00:00 AM",s,1,28,""
ETL.Transfer.Models.StudentHistory,0,7,"10/20/2011 8:27:26 AM","11/17/2011 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,7,"7/9/2012 3:36:01 PM","7/23/2012 12:00:00 AM",s,1,11,""
ETL.Transfer.Models.StudentHistory,0,7,"7/9/2012 3:36:01 PM","7/23/2012 12:00:00 AM",s,1,20,""
ETL.Transfer.Models.StudentHistory,0,7,"7/9/2012 3:36:01 PM","7/23/2012 12:00:00 AM",s,1,28,""
ETL.Transfer.Models.StudentHistory,0,7,"1/2/2013 4:02:08 PM","1/7/2013 12:00:00 AM",s,1,23,""
ETL.Transfer.Models.StudentHistory,0,7,"1/2/2013 4:02:08 PM","1/7/2013 12:00:00 AM",s,1,26,""
ETL.Transfer.Models.StudentHistory,0,7,"6/20/2013 10:44:00 AM","7/22/2013 12:00:00 AM",s,1,28,""
ETL.Transfer.Models.StudentHistory,0,8,"11/23/2022 11:30:43 AM","1/9/2023 12:00:00 AM",w,1,13,""
ETL.Transfer.Models.StudentHistory,0,8,"11/23/2022 11:30:43 AM","1/9/2023 12:00:00 AM",w,1,14,""
ETL.Transfer.Models.StudentHistory,0,8,"11/23/2022 11:30:43 AM","1/9/2023 12:00:00 AM",w,1,15,""
ETL.Transfer.Models.StudentHistory,0,8,"11/20/2023 10:39:37 AM","1/8/2024 12:00:00 AM",w,1,18,""
ETL.Transfer.Models.StudentHistory,0,8,"11/20/2023 10:39:37 AM","1/8/2024 12:00:00 AM",w,1,23,""
ETL.Transfer.Models.StudentHistory,0,8,"11/20/2023 10:39:37 AM","1/8/2024 12:00:00 AM",w,1,27,""
ETL.Transfer.Models.StudentHistory,0,8,"11/20/2023 10:39:37 AM","1/8/2024 12:00:00 AM",w,1,28,""
ETL.Transfer.Models.StudentHistory,0,8,"12/20/2011 2:53:50 PM","1/9/2012 12:00:00 AM",s,1,13,""
ETL.Transfer.Models.StudentHistory,0,8,"12/7/2012 11:18:32 AM","1/7/2013 12:00:00 AM",s,1,23,""
ETL.Transfer.Models.StudentHistory,0,8,"7/1/2013 11:27:58 AM","7/22/2013 12:00:00 AM",s,1,27,""
ETL.Transfer.Models.StudentHistory,0,8,"7/1/2013 11:27:58 AM","7/22/2013 12:00:00 AM",s,1,28,""
ETL.Transfer.Models.StudentHistory,0,8,"12/11/2013 5:31:01 PM","1/6/2014 12:00:00 AM",s,1,24,""
ETL.Transfer.Models.StudentHistory,0,8,"12/19/2014 10:46:15 AM","1/12/2015 12:00:00 AM",s,1,28,""
ETL.Transfer.Models.StudentHistory,0,8,"7/2/2015 8:42:21 AM","7/27/2015 12:00:00 AM",s,1,28,""
ETL.Transfer.Models.StudentHistory,0,8,"12/3/2015 9:15:53 AM","1/11/2016 12:00:00 AM",s,1,23,""
ETL.Transfer.Models.StudentHistory,0,8,"12/3/2015 9:15:53 AM","1/11/2016 12:00:00 AM",s,1,24,""
ETL.Transfer.Models.StudentHistory,0,8,"12/20/2016 1:12:34 PM","1/9/2017 12:00:00 AM",s,1,9,""
ETL.Transfer.Models.StudentHistory,0,8,"12/20/2016 1:12:34 PM","1/9/2017 12:00:00 AM",s,1,23,""
ETL.Transfer.Models.StudentHistory,0,8,"7/18/2017 11:09:25 AM","7/24/2017 12:00:00 AM",s,1,27,""
ETL.Transfer.Models.StudentHistory,0,8,"12/13/2017 1:26:11 PM","1/8/2018 12:00:00 AM",s,1,21,""
ETL.Transfer.Models.StudentHistory,0,8,"12/13/2017 1:26:11 PM","1/8/2018 12:00:00 AM",s,1,23,""
ETL.Transfer.Models.StudentHistory,0,8,"7/27/2009 12:00:00 AM","7/27/2009 12:00:00 AM",s,1,29,""
ETL.Transfer.Models.StudentHistory,0,9,"4/20/2023 1:57:22 PM","4/24/2023 12:00:00 AM",r,2,1,""
ETL.Transfer.Models.StudentHistory,0,10,"3/25/2021 9:35:49 AM","5/6/2021 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,10,"5/3/2022 2:25:11 PM","5/20/2022 12:00:00 AM",r,2,1,""
ETL.Transfer.Models.StudentHistory,0,10,"3/15/2023 9:41:45 AM","4/24/2023 12:00:00 AM",r,2,1,""
ETL.Transfer.Models.StudentHistory,0,11,"9/28/2012 12:25:26 PM","10/9/2012 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,11,"5/22/2014 5:21:33 PM","7/28/2014 12:00:00 AM",s,1,12,""
ETL.Transfer.Models.StudentHistory,0,11,"5/22/2014 5:21:33 PM","7/28/2014 12:00:00 AM",s,1,33,""
ETL.Transfer.Models.StudentHistory,0,11,"3/22/2023 4:21:57 PM","4/25/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,11,"10/12/2018 3:49:19 PM","11/8/2018 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,12,"6/5/2017 3:39:42 PM","7/24/2017 12:00:00 AM",s,1,1,""
ETL.Transfer.Models.StudentHistory,0,12,"12/12/2017 10:16:16 AM","1/8/2018 12:00:00 AM",s,1,2,""
ETL.Transfer.Models.StudentHistory,0,13,"10/12/2017 4:38:04 PM","11/13/2017 12:00:00 AM",r,2,1,""
ETL.Transfer.Models.StudentHistory,0,14,"5/25/2021 3:33:24 PM","7/26/2021 12:00:00 AM",s,1,24,""
ETL.Transfer.Models.StudentHistory,0,14,"5/25/2021 3:33:24 PM","7/26/2021 12:00:00 AM",s,1,25,""
ETL.Transfer.Models.StudentHistory,0,14,"5/25/2021 3:33:24 PM","7/26/2021 12:00:00 AM",s,1,26,""
ETL.Transfer.Models.StudentHistory,0,14,"11/15/2022 9:50:43 AM","1/9/2023 12:00:00 AM",w,1,31,""
ETL.Transfer.Models.StudentHistory,0,14,"11/15/2022 9:50:43 AM","1/9/2023 12:00:00 AM",w,1,32,""
ETL.Transfer.Models.StudentHistory,0,14,"9/4/2020 1:23:26 PM","10/26/2020 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,15,"4/18/2023 12:18:44 PM","4/26/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,16,"10/7/2014 1:03:43 PM","11/17/2014 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,17,"4/5/2023 1:19:41 PM","5/8/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,18,"5/27/2014 10:31:27 AM","7/28/2014 12:00:00 AM",s,1,7,""
ETL.Transfer.Models.StudentHistory,0,18,"5/27/2014 10:31:27 AM","7/28/2014 12:00:00 AM",s,1,37,""
ETL.Transfer.Models.StudentHistory,0,18,"12/8/2014 7:58:45 AM","1/12/2015 12:00:00 AM",s,1,11,""
ETL.Transfer.Models.StudentHistory,0,18,"7/22/2022 2:30:06 PM","7/25/2022 12:00:00 AM",s,1,1,""
ETL.Transfer.Models.StudentHistory,0,19,"6/10/2011 9:10:18 AM","7/25/2011 12:00:00 AM",s,1,12,""
ETL.Transfer.Models.StudentHistory,0,19,"6/8/2012 4:11:12 PM","7/23/2012 12:00:00 AM",s,1,8,""
ETL.Transfer.Models.StudentHistory,0,19,"12/9/2013 10:15:42 PM","1/6/2014 12:00:00 AM",s,1,11,""
ETL.Transfer.Models.StudentHistory,0,19,"12/9/2013 10:15:42 PM","1/6/2014 12:00:00 AM",s,1,13,""
ETL.Transfer.Models.StudentHistory,0,19,"6/10/2011 9:11:06 AM","7/25/2011 12:00:00 AM",s,1,12,""
ETL.Transfer.Models.StudentHistory,0,19,"11/22/2011 1:37:38 PM","12/20/2011 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,19,"12/9/2013 10:17:39 PM","1/6/2014 12:00:00 AM",s,1,11,""
ETL.Transfer.Models.StudentHistory,0,19,"12/9/2013 10:17:39 PM","1/6/2014 12:00:00 AM",s,1,13,""
ETL.Transfer.Models.StudentHistory,0,19,"11/30/2015 3:53:15 PM","1/11/2016 12:00:00 AM",s,1,6,""
ETL.Transfer.Models.StudentHistory,0,19,"12/5/2016 7:13:45 AM","1/9/2017 12:00:00 AM",s,1,12,""
ETL.Transfer.Models.StudentHistory,0,19,"12/5/2016 7:13:45 AM","1/9/2017 12:00:00 AM",s,1,14,""
ETL.Transfer.Models.StudentHistory,0,19,"12/14/2017 8:37:12 AM","1/8/2018 12:00:00 AM",s,1,6,""
ETL.Transfer.Models.StudentHistory,0,19,"12/14/2017 8:37:12 AM","1/8/2018 12:00:00 AM",s,1,7,""
ETL.Transfer.Models.StudentHistory,0,19,"10/15/2018 11:57:07 AM","11/14/2018 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,19,"11/12/2019 9:15:12 AM","1/6/2020 12:00:00 AM",w,1,7,""
ETL.Transfer.Models.StudentHistory,0,19,"11/12/2019 9:15:12 AM","1/6/2020 12:00:00 AM",w,1,19,""
ETL.Transfer.Models.StudentHistory,0,19,"7/30/2020 9:04:44 AM","9/23/2020 12:00:00 AM",r,3,1,""
ETL.Transfer.Models.StudentHistory,0,19,"11/23/2021 3:25:19 PM","12/8/2021 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,19,"2/9/2023 2:15:39 PM","3/8/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,19,"6/9/2008 2:23:52 PM","7/28/2008 12:00:00 AM",s,1,2,""
ETL.Transfer.Models.StudentHistory,0,19,"12/16/2008 8:41:03 AM","1/12/2009 12:00:00 AM",s,1,3,""
ETL.Transfer.Models.StudentHistory,0,19,"12/16/2008 8:41:03 AM","1/12/2009 12:00:00 AM",s,1,11,""
ETL.Transfer.Models.StudentHistory,0,19,"11/20/2009 1:57:18 PM","11/30/2009 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,19,"12/15/2009 10:55:49 AM","1/11/2010 12:00:00 AM",s,1,22,""
ETL.Transfer.Models.StudentHistory,0,19,"6/17/2010 2:25:37 PM","7/26/2010 12:00:00 AM",s,1,10,""
ETL.Transfer.Models.StudentHistory,0,19,"6/17/2010 2:25:37 PM","7/26/2010 12:00:00 AM",s,1,23,""
ETL.Transfer.Models.StudentHistory,0,19,"9/9/2008 3:23:49 PM","10/6/2008 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,19,"6/11/2009 2:19:53 PM","7/27/2009 12:00:00 AM",s,1,14,""
ETL.Transfer.Models.StudentHistory,0,19,"6/11/2009 2:19:53 PM","7/27/2009 12:00:00 AM",s,1,18,""
ETL.Transfer.Models.StudentHistory,0,20,"4/13/2022 3:48:19 PM","5/19/2022 12:00:00 AM",r,2,1,""
ETL.Transfer.Models.StudentHistory,0,21,"3/28/2022 6:53:37 AM","5/19/2022 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,21,"3/28/2022 6:55:12 AM","5/19/2022 12:00:00 AM",r,2,1,""
ETL.Transfer.Models.StudentHistory,0,22,"12/14/2007 2:20:59 PM","1/7/2008 12:00:00 AM",s,1,15,""
ETL.Transfer.Models.StudentHistory,0,22,"12/14/2007 2:20:59 PM","1/7/2008 12:00:00 AM",s,1,16,""
ETL.Transfer.Models.StudentHistory,0,22,"7/1/2008 4:50:46 PM","7/28/2008 12:00:00 AM",s,1,19,""
ETL.Transfer.Models.StudentHistory,0,22,"7/1/2008 4:50:46 PM","7/28/2008 12:00:00 AM",s,1,24,""
ETL.Transfer.Models.StudentHistory,0,22,"12/8/2009 1:38:42 PM","1/11/2010 12:00:00 AM",s,1,16,""
ETL.Transfer.Models.StudentHistory,0,22,"10/26/2011 11:09:17 AM","11/17/2011 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,22,"12/18/2006 1:04:57 PM","1/8/2007 12:00:00 AM",s,1,5,""
ETL.Transfer.Models.StudentHistory,0,23,"7/8/2005 8:40:32 AM","7/25/2005 12:00:00 AM",s,1,19,""
ETL.Transfer.Models.StudentHistory,0,24,"11/30/2021 8:53:16 AM","1/10/2022 12:00:00 AM",w,1,1,""
ETL.Transfer.Models.StudentHistory,0,25,"5/16/2022 2:51:47 PM","7/25/2022 12:00:00 AM",s,1,1,""
ETL.Transfer.Models.StudentHistory,0,25,"12/2/2022 8:24:46 AM","1/9/2023 12:00:00 AM",w,1,1,""
ETL.Transfer.Models.StudentHistory,0,25,"7/5/2023 9:38:54 AM","7/24/2023 12:00:00 AM",s,1,25,""
ETL.Transfer.Models.StudentHistory,0,25,"7/5/2023 9:38:54 AM","7/24/2023 12:00:00 AM",s,1,26,""
ETL.Transfer.Models.StudentHistory,0,25,"12/8/2023 9:11:50 AM","1/8/2024 12:00:00 AM",w,1,11,""
ETL.Transfer.Models.StudentHistory,0,25,"12/8/2023 9:11:50 AM","1/8/2024 12:00:00 AM",w,1,12,""
ETL.Transfer.Models.StudentHistory,0,25,"12/8/2023 9:11:50 AM","1/8/2024 12:00:00 AM",w,1,18,""
ETL.Transfer.Models.StudentHistory,0,26,"4/5/2023 9:27:05 AM","5/10/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,26,"3/16/2023 9:13:49 AM","5/10/2023 12:00:00 AM",r,2,1,""
ETL.Transfer.Models.StudentHistory,0,26,"7/18/2017 11:05:32 AM","7/24/2017 12:00:00 AM",s,1,7,""
ETL.Transfer.Models.StudentHistory,0,27,"5/23/2019 1:21:29 PM","6/11/2019 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,27,"6/19/2020 8:24:17 AM","7/20/2020 12:00:00 AM",s,1,7,""
ETL.Transfer.Models.StudentHistory,0,27,"6/19/2020 8:24:17 AM","7/20/2020 12:00:00 AM",s,1,10,""
ETL.Transfer.Models.StudentHistory,0,27,"7/6/2021 9:23:08 AM","7/26/2021 12:00:00 AM",s,1,23,""
ETL.Transfer.Models.StudentHistory,0,27,"7/6/2021 9:23:08 AM","7/26/2021 12:00:00 AM",s,1,24,""
ETL.Transfer.Models.StudentHistory,0,27,"7/6/2021 9:23:08 AM","7/26/2021 12:00:00 AM",s,1,25,""
ETL.Transfer.Models.StudentHistory,0,27,"7/6/2021 9:23:08 AM","7/26/2021 12:00:00 AM",s,1,26,""
ETL.Transfer.Models.StudentHistory,0,27,"3/24/2023 2:52:57 PM","6/2/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,27,"3/24/2023 2:52:44 PM","6/2/2023 12:00:00 AM",r,2,1,""
ETL.Transfer.Models.StudentHistory,0,27,"5/16/2023 9:29:41 AM","7/24/2023 12:00:00 AM",s,1,34,""
ETL.Transfer.Models.StudentHistory,0,27,"5/16/2023 9:29:41 AM","7/24/2023 12:00:00 AM",s,1,35,""
ETL.Transfer.Models.StudentHistory,0,27,"5/16/2023 9:29:41 AM","7/24/2023 12:00:00 AM",s,1,36,""
ETL.Transfer.Models.StudentHistory,0,27,"6/11/2008 11:03:19 AM","7/28/2008 12:00:00 AM",s,1,1,""
ETL.Transfer.Models.StudentHistory,0,27,"12/16/2009 4:54:56 PM","1/11/2010 12:00:00 AM",s,1,24,""
ETL.Transfer.Models.StudentHistory,0,27,"12/16/2009 4:54:56 PM","1/11/2010 12:00:00 AM",s,1,25,""
ETL.Transfer.Models.StudentHistory,0,27,"6/23/2011 9:49:38 AM","7/25/2011 12:00:00 AM",s,1,7,""
ETL.Transfer.Models.StudentHistory,0,27,"6/20/2012 2:53:12 PM","7/23/2012 12:00:00 AM",s,1,9,""
ETL.Transfer.Models.StudentHistory,0,27,"12/11/2012 9:42:18 AM","1/7/2013 12:00:00 AM",s,1,15,""
ETL.Transfer.Models.StudentHistory,0,27,"6/18/2013 4:21:41 PM","7/22/2013 12:00:00 AM",s,1,6,""
ETL.Transfer.Models.StudentHistory,0,27,"6/18/2013 4:21:41 PM","7/22/2013 12:00:00 AM",s,1,20,""
ETL.Transfer.Models.StudentHistory,0,27,"6/2/2014 3:52:24 PM","7/28/2014 12:00:00 AM",s,1,13,""
ETL.Transfer.Models.StudentHistory,0,27,"12/18/2014 11:31:20 AM","1/12/2015 12:00:00 AM",s,1,29,""
ETL.Transfer.Models.StudentHistory,0,27,"12/1/2015 10:09:13 AM","1/11/2016 12:00:00 AM",s,1,7,""
ETL.Transfer.Models.StudentHistory,0,27,"7/12/2016 4:56:22 PM","7/25/2016 12:00:00 AM",s,1,11,""
ETL.Transfer.Models.StudentHistory,0,27,"6/5/2017 4:56:32 PM","7/24/2017 12:00:00 AM",s,1,12,""
ETL.Transfer.Models.StudentHistory,0,27,"6/5/2017 4:56:32 PM","7/24/2017 12:00:00 AM",s,1,26,""
ETL.Transfer.Models.StudentHistory,0,27,"6/5/2017 4:56:32 PM","7/24/2017 12:00:00 AM",s,1,27,""
ETL.Transfer.Models.StudentHistory,0,27,"6/5/2017 4:56:32 PM","7/24/2017 12:00:00 AM",s,1,28,""
ETL.Transfer.Models.StudentHistory,0,27,"10/6/2017 1:29:15 PM","10/10/2017 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,27,"6/12/2018 4:32:13 PM","7/23/2018 12:00:00 AM",s,1,8,""
ETL.Transfer.Models.StudentHistory,0,27,"6/12/2018 4:32:13 PM","7/23/2018 12:00:00 AM",s,1,9,""
ETL.Transfer.Models.StudentHistory,0,27,"12/12/2007 10:26:56 AM","1/7/2008 12:00:00 AM",s,1,4,""
ETL.Transfer.Models.StudentHistory,0,27,"12/12/2007 10:26:56 AM","1/7/2008 12:00:00 AM",s,1,15,""
ETL.Transfer.Models.StudentHistory,0,27,"12/16/2008 8:45:20 AM","1/12/2009 12:00:00 AM",s,1,1,""
ETL.Transfer.Models.StudentHistory,0,27,"6/11/2009 2:39:57 PM","7/27/2009 12:00:00 AM",s,1,10,""
ETL.Transfer.Models.StudentHistory,0,28,"10/17/2006 4:35:31 PM","11/27/2006 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,28,"2/5/2007 9:35:01 AM","2/26/2007 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,29,"3/21/2023 10:04:00 AM","4/26/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,30,"11/30/2022 7:58:10 AM","1/9/2023 12:00:00 AM",w,1,16,""
ETL.Transfer.Models.StudentHistory,0,31,"6/29/2016 3:55:45 PM","7/25/2016 12:00:00 AM",s,1,1,""
ETL.Transfer.Models.StudentHistory,0,32,"3/28/2022 2:57:37 PM","5/19/2022 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,33,"10/23/2017 8:57:20 AM","11/14/2017 12:00:00 AM",r,2,1,""
ETL.Transfer.Models.StudentHistory,0,34,"6/6/2019 3:04:36 PM","7/22/2019 12:00:00 AM",s,1,28,""
ETL.Transfer.Models.StudentHistory,0,34,"9/17/2020 8:16:06 AM","9/21/2020 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,34,"7/19/2021 4:19:52 PM","7/26/2021 12:00:00 AM",s,1,16,""
ETL.Transfer.Models.StudentHistory,0,34,"9/16/2021 10:28:52 AM","11/30/2021 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,34,"10/12/2021 2:59:23 PM","12/8/2021 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,34,"12/16/2021 11:24:58 AM","1/10/2022 12:00:00 AM",w,1,2,""
ETL.Transfer.Models.StudentHistory,0,34,"4/1/2022 11:42:43 AM","4/14/2022 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,35,"3/16/2023 7:49:32 AM","5/9/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,36,"10/18/2021 3:25:19 PM","11/16/2021 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,36,"8/19/2022 10:46:55 AM","11/2/2022 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,36,"12/2/2022 3:00:27 PM","1/9/2023 12:00:00 AM",w,1,24,""
ETL.Transfer.Models.StudentHistory,0,36,"12/2/2022 3:00:27 PM","1/9/2023 12:00:00 AM",w,1,25,""
ETL.Transfer.Models.StudentHistory,0,36,"11/22/2022 9:12:24 AM","4/24/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,36,"5/10/2023 6:50:20 AM","5/11/2023 12:00:00 AM",r,1,1,""
ETL.Transfer.Models.StudentHistory,0,37,"12/18/2006 10:34:02 AM","1/8/2007 12:00:00 AM",s,1,15,""
ETL.Transfer.Models.StudentHistory,0,37,"12/18/2006 10:34:02 AM","1/8/2007 12:00:00 AM",s,1,16,""
ETL.Transfer.Models.StudentHistory,0,37,"12/4/2006 10:39:29 AM","1/9/2007 12:00:00 AM",s,1,15,""
ETL.Transfer.Models.StudentHistory,0,37,"12/4/2006 10:39:29 AM","1/9/2007 12:00:00 AM",s,1,16,""
ETL.Transfer.Models.StudentHistory,0,37,"6/22/2007 3:40:05 PM","7/30/2007 12:00:00 AM",s,1,3,""
ETL.Transfer.Models.StudentHistory,0,37,"6/10/2008 10:56:55 AM","7/28/2008 12:00:00 AM",s,1,13,""
ETL.Transfer.Models.StudentHistory,0,37,"6/10/2008 10:56:55 AM","7/28/2008 12:00:00 AM",s,1,14,""
