regionalStudentHistory,regionalStudentHistory.StudentHistoryID,regionalStudentHistory.StudentID,regionalStudentHistory.CourseInfoID
ETL.Transfer.Models.regionalStudentHistory,408,79,215
ETL.Transfer.Models.regionalStudentHistory,409,79,395
ETL.Transfer.Models.regionalStudentHistory,410,80,975
ETL.Transfer.Models.regionalStudentHistory,439,85,805
ETL.Transfer.Models.regionalStudentHistory,448,85,1142
ETL.Transfer.Models.regionalStudentHistory,449,85,1144
ETL.Transfer.Models.regionalStudentHistory,450,85,1209
ETL.Transfer.Models.regionalStudentHistory,451,85,1261
ETL.Transfer.Models.regionalStudentHistory,455,85,1370
ETL.Transfer.Models.regionalStudentHistory,460,86,435
ETL.Transfer.Models.regionalStudentHistory,465,86,563
ETL.Transfer.Models.regionalStudentHistory,489,86,1142
ETL.Transfer.Models.regionalStudentHistory,490,86,1144
ETL.Transfer.Models.regionalStudentHistory,491,86,1209
ETL.Transfer.Models.regionalStudentHistory,492,86,1370
ETL.Transfer.Models.regionalStudentHistory,493,86,1437
ETL.Transfer.Models.regionalStudentHistory,494,86,216
ETL.Transfer.Models.regionalStudentHistory,495,86,217
ETL.Transfer.Models.regionalStudentHistory,503,88,1262
ETL.Transfer.Models.regionalStudentHistory,528,89,686
ETL.Transfer.Models.regionalStudentHistory,534,89,766
ETL.Transfer.Models.regionalStudentHistory,538,89,868
ETL.Transfer.Models.regionalStudentHistory,546,89,1021
ETL.Transfer.Models.regionalStudentHistory,547,89,1221
ETL.Transfer.Models.regionalStudentHistory,549,91,1372
ETL.Transfer.Models.regionalStudentHistory,550,91,1393
ETL.Transfer.Models.regionalStudentHistory,552,93,1396
ETL.Transfer.Models.regionalStudentHistory,553,94,1272
ETL.Transfer.Models.regionalStudentHistory,554,94,1385
ETL.Transfer.Models.regionalStudentHistory,555,95,1114
ETL.Transfer.Models.regionalStudentHistory,556,95,1208
ETL.Transfer.Models.regionalStudentHistory,557,95,1322
ETL.Transfer.Models.regionalStudentHistory,558,95,1323
ETL.Transfer.Models.regionalStudentHistory,559,95,1365
ETL.Transfer.Models.regionalStudentHistory,560,96,1396
ETL.Transfer.Models.regionalStudentHistory,561,96,1397
ETL.Transfer.Models.regionalStudentHistory,562,96,1264
ETL.Transfer.Models.regionalStudentHistory,565,98,1221
ETL.Transfer.Models.regionalStudentHistory,572,98,1371
ETL.Transfer.Models.regionalStudentHistory,573,98,1373
ETL.Transfer.Models.regionalStudentHistory,577,98,1111
ETL.Transfer.Models.regionalStudentHistory,578,99,179
ETL.Transfer.Models.regionalStudentHistory,580,99,212
ETL.Transfer.Models.regionalStudentHistory,583,99,290
ETL.Transfer.Models.regionalStudentHistory,587,99,433
ETL.Transfer.Models.regionalStudentHistory,592,100,1369
ETL.Transfer.Models.regionalStudentHistory,593,100,1388
ETL.Transfer.Models.regionalStudentHistory,594,100,1389
ETL.Transfer.Models.regionalStudentHistory,595,101,1017
ETL.Transfer.Models.regionalStudentHistory,596,102,1216
ETL.Transfer.Models.regionalStudentHistory,597,102,1217
ETL.Transfer.Models.regionalStudentHistory,598,102,1306
ETL.Transfer.Models.regionalStudentHistory,599,102,1370
ETL.Transfer.Models.regionalStudentHistory,600,102,1219
ETL.Transfer.Models.regionalStudentHistory,601,103,1363
ETL.Transfer.Models.regionalStudentHistory,605,105,125
ETL.Transfer.Models.regionalStudentHistory,607,105,462
ETL.Transfer.Models.regionalStudentHistory,609,107,1378
ETL.Transfer.Models.regionalStudentHistory,611,109,1111
ETL.Transfer.Models.regionalStudentHistory,612,109,1210
ETL.Transfer.Models.regionalStudentHistory,613,109,1362
ETL.Transfer.Models.regionalStudentHistory,614,110,692
ETL.Transfer.Models.regionalStudentHistory,615,111,1113
ETL.Transfer.Models.regionalStudentHistory,619,112,1307
ETL.Transfer.Models.regionalStudentHistory,620,112,1440
ETL.Transfer.Models.regionalStudentHistory,621,113,1395
ETL.Transfer.Models.regionalStudentHistory,622,114,1390
ETL.Transfer.Models.regionalStudentHistory,623,115,51
ETL.Transfer.Models.regionalStudentHistory,624,115,54
ETL.Transfer.Models.regionalStudentHistory,626,115,216
ETL.Transfer.Models.regionalStudentHistory,629,115,603
ETL.Transfer.Models.regionalStudentHistory,636,115,393
ETL.Transfer.Models.regionalStudentHistory,651,115,1218
ETL.Transfer.Models.regionalStudentHistory,652,115,1221
ETL.Transfer.Models.regionalStudentHistory,653,115,1262
ETL.Transfer.Models.regionalStudentHistory,659,115,1390
ETL.Transfer.Models.regionalStudentHistory,660,115,1391
ETL.Transfer.Models.regionalStudentHistory,661,115,1452
ETL.Transfer.Models.regionalStudentHistory,662,116,1017
ETL.Transfer.Models.regionalStudentHistory,663,116,1171
ETL.Transfer.Models.regionalStudentHistory,664,116,1271
ETL.Transfer.Models.regionalStudentHistory,665,116,1272
ETL.Transfer.Models.regionalStudentHistory,666,116,1273
ETL.Transfer.Models.regionalStudentHistory,667,116,1383
ETL.Transfer.Models.regionalStudentHistory,668,116,1384
ETL.Transfer.Models.regionalStudentHistory,669,117,1383
ETL.Transfer.Models.regionalStudentHistory,706,119,1271
ETL.Transfer.Models.regionalStudentHistory,707,120,218
ETL.Transfer.Models.regionalStudentHistory,710,121,1116
ETL.Transfer.Models.regionalStudentHistory,716,124,1396
ETL.Transfer.Models.regionalStudentHistory,718,125,215
ETL.Transfer.Models.regionalStudentHistory,721,126,1378
ETL.Transfer.Models.regionalStudentHistory,722,127,1116
ETL.Transfer.Models.regionalStudentHistory,724,129,866
ETL.Transfer.Models.regionalStudentHistory,725,130,1380
ETL.Transfer.Models.regionalStudentHistory,726,130,1378
ETL.Transfer.Models.regionalStudentHistory,727,131,687
ETL.Transfer.Models.regionalStudentHistory,728,131,868
ETL.Transfer.Models.regionalStudentHistory,729,131,1262
ETL.Transfer.Models.regionalStudentHistory,730,131,1371
ETL.Transfer.Models.regionalStudentHistory,738,132,1155
ETL.Transfer.Models.regionalStudentHistory,744,132,1222
ETL.Transfer.Models.regionalStudentHistory,746,132,1322
ETL.Transfer.Models.regionalStudentHistory,747,133,1388
ETL.Transfer.Models.regionalStudentHistory,749,135,1265
ETL.Transfer.Models.regionalStudentHistory,756,136,435
ETL.Transfer.Models.regionalStudentHistory,773,137,215
ETL.Transfer.Models.regionalStudentHistory,774,137,236
ETL.Transfer.Models.regionalStudentHistory,775,137,394
ETL.Transfer.Models.regionalStudentHistory,776,137,432
ETL.Transfer.Models.regionalStudentHistory,777,138,868
ETL.Transfer.Models.regionalStudentHistory,778,138,1260
ETL.Transfer.Models.regionalStudentHistory,779,138,1369
ETL.Transfer.Models.regionalStudentHistory,780,138,1388
ETL.Transfer.Models.regionalStudentHistory,781,138,1389
ETL.Transfer.Models.regionalStudentHistory,782,139,1393
ETL.Transfer.Models.regionalStudentHistory,783,140,1378
ETL.Transfer.Models.regionalStudentHistory,784,140,1381
ETL.Transfer.Models.regionalStudentHistory,785,141,213
ETL.Transfer.Models.regionalStudentHistory,795,141,392
ETL.Transfer.Models.regionalStudentHistory,796,141,435
ETL.Transfer.Models.regionalStudentHistory,800,141,564
ETL.Transfer.Models.regionalStudentHistory,814,141,1151
ETL.Transfer.Models.regionalStudentHistory,815,141,1220
ETL.Transfer.Models.regionalStudentHistory,816,141,1264
ETL.Transfer.Models.regionalStudentHistory,819,141,1362
ETL.Transfer.Models.regionalStudentHistory,820,141,1445
ETL.Transfer.Models.regionalStudentHistory,821,142,1052
ETL.Transfer.Models.regionalStudentHistory,822,142,1117
ETL.Transfer.Models.regionalStudentHistory,823,142,1139
ETL.Transfer.Models.regionalStudentHistory,824,142,1140
ETL.Transfer.Models.regionalStudentHistory,825,142,1141
ETL.Transfer.Models.regionalStudentHistory,826,143,1116
ETL.Transfer.Models.regionalStudentHistory,827,143,1436
ETL.Transfer.Models.regionalStudentHistory,828,144,1215
ETL.Transfer.Models.regionalStudentHistory,829,144,1321
ETL.Transfer.Models.regionalStudentHistory,830,145,1365
ETL.Transfer.Models.regionalStudentHistory,831,145,1393
ETL.Transfer.Models.regionalStudentHistory,832,145,1438
ETL.Transfer.Models.regionalStudentHistory,833,146,1307
ETL.Transfer.Models.regionalStudentHistory,834,147,1396
ETL.Transfer.Models.regionalStudentHistory,835,148,1390
ETL.Transfer.Models.regionalStudentHistory,836,148,1391
ETL.Transfer.Models.regionalStudentHistory,837,149,1392
ETL.Transfer.Models.regionalStudentHistory,856,155,1322
ETL.Transfer.Models.regionalStudentHistory,859,155,1112
ETL.Transfer.Models.regionalStudentHistory,864,155,1223
ETL.Transfer.Models.regionalStudentHistory,866,155,1324
ETL.Transfer.Models.regionalStudentHistory,869,155,1361
ETL.Transfer.Models.regionalStudentHistory,871,155,1442
ETL.Transfer.Models.regionalStudentHistory,872,156,1148
ETL.Transfer.Models.regionalStudentHistory,873,156,1171
ETL.Transfer.Models.regionalStudentHistory,874,156,1271
ETL.Transfer.Models.regionalStudentHistory,875,156,1272
ETL.Transfer.Models.regionalStudentHistory,876,156,1273
ETL.Transfer.Models.regionalStudentHistory,877,156,1383
ETL.Transfer.Models.regionalStudentHistory,878,156,1384
ETL.Transfer.Models.regionalStudentHistory,879,157,1017
ETL.Transfer.Models.regionalStudentHistory,884,158,868
ETL.Transfer.Models.regionalStudentHistory,885,159,1263
ETL.Transfer.Models.regionalStudentHistory,891,161,1390
ETL.Transfer.Models.regionalStudentHistory,892,162,1361
ETL.Transfer.Models.regionalStudentHistory,893,162,1394
ETL.Transfer.Models.regionalStudentHistory,894,162,1439
ETL.Transfer.Models.regionalStudentHistory,895,162,1446
ETL.Transfer.Models.regionalStudentHistory,896,163,1440
ETL.Transfer.Models.regionalStudentHistory,897,164,730
ETL.Transfer.Models.regionalStudentHistory,899,165,460
ETL.Transfer.Models.regionalStudentHistory,914,167,461
ETL.Transfer.Models.regionalStudentHistory,917,169,869
ETL.Transfer.Models.regionalStudentHistory,919,170,1217
ETL.Transfer.Models.regionalStudentHistory,920,170,1317
ETL.Transfer.Models.regionalStudentHistory,921,170,1369
ETL.Transfer.Models.regionalStudentHistory,922,170,1388
ETL.Transfer.Models.regionalStudentHistory,923,170,1389
ETL.Transfer.Models.regionalStudentHistory,924,170,1451
ETL.Transfer.Models.regionalStudentHistory,929,171,216
ETL.Transfer.Models.regionalStudentHistory,958,171,909
ETL.Transfer.Models.regionalStudentHistory,963,171,976
ETL.Transfer.Models.regionalStudentHistory,975,171,1219
ETL.Transfer.Models.regionalStudentHistory,978,171,1317
ETL.Transfer.Models.regionalStudentHistory,979,171,1362
ETL.Transfer.Models.regionalStudentHistory,980,171,1370
ETL.Transfer.Models.regionalStudentHistory,981,171,1389
ETL.Transfer.Models.regionalStudentHistory,983,171,1442
ETL.Transfer.Models.regionalStudentHistory,984,171,1443
ETL.Transfer.Models.regionalStudentHistory,985,171,1451
ETL.Transfer.Models.regionalStudentHistory,986,172,1012
ETL.Transfer.Models.regionalStudentHistory,989,174,1386
ETL.Transfer.Models.regionalStudentHistory,990,175,1375
ETL.Transfer.Models.regionalStudentHistory,991,176,1362
ETL.Transfer.Models.regionalStudentHistory,992,176,1371
ETL.Transfer.Models.regionalStudentHistory,993,176,1374
ETL.Transfer.Models.regionalStudentHistory,994,176,1437
ETL.Transfer.Models.regionalStudentHistory,995,176,1441
ETL.Transfer.Models.regionalStudentHistory,996,176,1442
ETL.Transfer.Models.regionalStudentHistory,997,176,1443
ETL.Transfer.Models.regionalStudentHistory,998,176,1452
ETL.Transfer.Models.regionalStudentHistory,1004,179,1381
ETL.Transfer.Models.regionalStudentHistory,1005,180,1452
ETL.Transfer.Models.regionalStudentHistory,1007,180,1157
ETL.Transfer.Models.regionalStudentHistory,1008,180,1160
ETL.Transfer.Models.regionalStudentHistory,1009,180,1217
ETL.Transfer.Models.regionalStudentHistory,1010,180,1317
ETL.Transfer.Models.regionalStudentHistory,1012,182,10
ETL.Transfer.Models.regionalStudentHistory,1020,183,459
ETL.Transfer.Models.regionalStudentHistory,1021,184,1396
ETL.Transfer.Models.regionalStudentHistory,1022,185,1387
ETL.Transfer.Models.regionalStudentHistory,1026,187,1116
ETL.Transfer.Models.regionalStudentHistory,1047,190,1020
ETL.Transfer.Models.regionalStudentHistory,1050,191,688
ETL.Transfer.Models.regionalStudentHistory,1051,191,870
ETL.Transfer.Models.regionalStudentHistory,1053,192,1117
ETL.Transfer.Models.regionalStudentHistory,1054,192,1139
ETL.Transfer.Models.regionalStudentHistory,1055,192,1143
ETL.Transfer.Models.regionalStudentHistory,1058,192,1307
ETL.Transfer.Models.regionalStudentHistory,1062,193,1389
ETL.Transfer.Models.regionalStudentHistory,1063,194,687
ETL.Transfer.Models.regionalStudentHistory,1064,194,869
ETL.Transfer.Models.regionalStudentHistory,1065,194,910
ETL.Transfer.Models.regionalStudentHistory,1066,194,1020
ETL.Transfer.Models.regionalStudentHistory,1067,194,1054
ETL.Transfer.Models.regionalStudentHistory,1069,195,1389
ETL.Transfer.Models.regionalStudentHistory,1070,196,1374
ETL.Transfer.Models.regionalStudentHistory,1074,197,1271
ETL.Transfer.Models.regionalStudentHistory,1075,198,1116
ETL.Transfer.Models.regionalStudentHistory,1076,199,1011
ETL.Transfer.Models.regionalStudentHistory,1077,199,1168
ETL.Transfer.Models.regionalStudentHistory,1078,199,1366
ETL.Transfer.Models.regionalStudentHistory,1079,199,1019
ETL.Transfer.Models.regionalStudentHistory,1081,201,1016
ETL.Transfer.Models.regionalStudentHistory,1082,202,1317
ETL.Transfer.Models.regionalStudentHistory,1083,202,1452
ETL.Transfer.Models.regionalStudentHistory,1085,203,1451
ETL.Transfer.Models.regionalStudentHistory,1086,204,1452
ETL.Transfer.Models.regionalStudentHistory,1087,205,528
ETL.Transfer.Models.regionalStudentHistory,1088,206,11
ETL.Transfer.Models.regionalStudentHistory,1098,207,212
ETL.Transfer.Models.regionalStudentHistory,1099,207,286
ETL.Transfer.Models.regionalStudentHistory,1117,210,1143
ETL.Transfer.Models.regionalStudentHistory,1119,211,1392
ETL.Transfer.Models.regionalStudentHistory,1120,212,1376
ETL.Transfer.Models.regionalStudentHistory,1122,214,1116
ETL.Transfer.Models.regionalStudentHistory,1123,215,1388
ETL.Transfer.Models.regionalStudentHistory,1124,216,1223
ETL.Transfer.Models.regionalStudentHistory,1127,216,1321
ETL.Transfer.Models.regionalStudentHistory,1128,216,1447
ETL.Transfer.Models.regionalStudentHistory,1129,217,1361
ETL.Transfer.Models.regionalStudentHistory,1130,218,1390
ETL.Transfer.Models.regionalStudentHistory,1149,223,182
ETL.Transfer.Models.regionalStudentHistory,1158,223,179
ETL.Transfer.Models.regionalStudentHistory,1159,223,393
ETL.Transfer.Models.regionalStudentHistory,1174,223,1107
ETL.Transfer.Models.regionalStudentHistory,1180,223,391
ETL.Transfer.Models.regionalStudentHistory,1181,224,1207
ETL.Transfer.Models.regionalStudentHistory,1182,224,1208
ETL.Transfer.Models.regionalStudentHistory,1183,225,1211
ETL.Transfer.Models.regionalStudentHistory,1184,225,1309
ETL.Transfer.Models.regionalStudentHistory,1185,225,1449
ETL.Transfer.Models.regionalStudentHistory,1186,225,731
ETL.Transfer.Models.regionalStudentHistory,1189,226,435
ETL.Transfer.Models.regionalStudentHistory,1194,226,565
ETL.Transfer.Models.regionalStudentHistory,1206,227,1396
ETL.Transfer.Models.regionalStudentHistory,1207,227,1397
ETL.Transfer.Models.regionalStudentHistory,1208,228,730
ETL.Transfer.Models.regionalStudentHistory,1209,228,769
ETL.Transfer.Models.regionalStudentHistory,1210,229,1383
ETL.Transfer.Models.regionalStudentHistory,1211,229,1384
ETL.Transfer.Models.regionalStudentHistory,1222,230,1394
ETL.Transfer.Models.regionalStudentHistory,1223,231,1116
ETL.Transfer.Models.regionalStudentHistory,1225,232,691
ETL.Transfer.Models.regionalStudentHistory,1231,233,1375
ETL.Transfer.Models.regionalStudentHistory,1232,233,1376
ETL.Transfer.Models.regionalStudentHistory,1233,234,1258
ETL.Transfer.Models.regionalStudentHistory,1234,234,1365
ETL.Transfer.Models.regionalStudentHistory,1248,237,1112
ETL.Transfer.Models.regionalStudentHistory,1249,237,1117
ETL.Transfer.Models.regionalStudentHistory,1250,237,1139
ETL.Transfer.Models.regionalStudentHistory,1251,237,1140
ETL.Transfer.Models.regionalStudentHistory,1252,237,1141
ETL.Transfer.Models.regionalStudentHistory,1254,238,1388
ETL.Transfer.Models.regionalStudentHistory,1255,239,1022
ETL.Transfer.Models.regionalStudentHistory,1261,243,51
ETL.Transfer.Models.regionalStudentHistory,1264,245,1375
ETL.Transfer.Models.regionalStudentHistory,1269,247,1437
ETL.Transfer.Models.regionalStudentHistory,1270,248,1394
ETL.Transfer.Models.regionalStudentHistory,1271,249,1261
ETL.Transfer.Models.regionalStudentHistory,1272,249,1371
ETL.Transfer.Models.regionalStudentHistory,1273,249,1391
ETL.Transfer.Models.regionalStudentHistory,1274,250,1378
ETL.Transfer.Models.regionalStudentHistory,1275,251,1319
ETL.Transfer.Models.regionalStudentHistory,1276,251,1453
ETL.Transfer.Models.regionalStudentHistory,1277,252,1116
ETL.Transfer.Models.regionalStudentHistory,1278,253,99
ETL.Transfer.Models.regionalStudentHistory,1280,253,215
ETL.Transfer.Models.regionalStudentHistory,1283,255,1396
ETL.Transfer.Models.regionalStudentHistory,1284,256,1210
ETL.Transfer.Models.regionalStudentHistory,1285,257,1270
ETL.Transfer.Models.regionalStudentHistory,1286,258,1270
ETL.Transfer.Models.regionalStudentHistory,1289,261,1159
ETL.Transfer.Models.regionalStudentHistory,1290,261,1260
ETL.Transfer.Models.regionalStudentHistory,1291,261,1369
ETL.Transfer.Models.regionalStudentHistory,1292,261,1388
ETL.Transfer.Models.regionalStudentHistory,1293,261,1389
ETL.Transfer.Models.regionalStudentHistory,1294,262,1390
ETL.Transfer.Models.regionalStudentHistory,1295,262,1391
ETL.Transfer.Models.regionalStudentHistory,1299,264,973
ETL.Transfer.Models.regionalStudentHistory,1305,264,1142
ETL.Transfer.Models.regionalStudentHistory,1306,264,1144
ETL.Transfer.Models.regionalStudentHistory,1307,264,1209
ETL.Transfer.Models.regionalStudentHistory,1309,264,1261
ETL.Transfer.Models.regionalStudentHistory,1313,264,1370
ETL.Transfer.Models.regionalStudentHistory,1314,264,1389
ETL.Transfer.Models.regionalStudentHistory,1318,265,1375
ETL.Transfer.Models.regionalStudentHistory,1319,266,1378
ETL.Transfer.Models.regionalStudentHistory,1320,266,1381
ETL.Transfer.Models.regionalStudentHistory,1330,268,432
ETL.Transfer.Models.regionalStudentHistory,1331,268,691
ETL.Transfer.Models.regionalStudentHistory,1332,268,236
ETL.Transfer.Models.regionalStudentHistory,1333,268,394
ETL.Transfer.Models.regionalStudentHistory,1335,269,215
ETL.Transfer.Models.regionalStudentHistory,1337,271,1366
ETL.Transfer.Models.regionalStudentHistory,1339,272,769
ETL.Transfer.Models.regionalStudentHistory,1343,272,909
ETL.Transfer.Models.regionalStudentHistory,1344,272,976
ETL.Transfer.Models.regionalStudentHistory,1349,272,1111
ETL.Transfer.Models.regionalStudentHistory,1350,272,1159
ETL.Transfer.Models.regionalStudentHistory,1352,272,1217
ETL.Transfer.Models.regionalStudentHistory,1353,272,1219
ETL.Transfer.Models.regionalStudentHistory,1354,272,1261
ETL.Transfer.Models.regionalStudentHistory,1355,272,1317
ETL.Transfer.Models.regionalStudentHistory,1356,272,1362
ETL.Transfer.Models.regionalStudentHistory,1357,272,1370
ETL.Transfer.Models.regionalStudentHistory,1358,272,1451
ETL.Transfer.Models.regionalStudentHistory,1360,273,1378
ETL.Transfer.Models.regionalStudentHistory,1361,274,1307
ETL.Transfer.Models.regionalStudentHistory,1362,275,1151
ETL.Transfer.Models.regionalStudentHistory,1363,275,1264
ETL.Transfer.Models.regionalStudentHistory,1364,275,1364
ETL.Transfer.Models.regionalStudentHistory,1369,277,434
ETL.Transfer.Models.regionalStudentHistory,1371,278,906
ETL.Transfer.Models.regionalStudentHistory,1372,278,1011
ETL.Transfer.Models.regionalStudentHistory,1375,278,1214
ETL.Transfer.Models.regionalStudentHistory,1377,278,1398
ETL.Transfer.Models.regionalStudentHistory,1378,278,731
ETL.Transfer.Models.regionalStudentHistory,1379,278,862
ETL.Transfer.Models.regionalStudentHistory,1381,279,1017
ETL.Transfer.Models.regionalStudentHistory,1382,279,1151
ETL.Transfer.Models.regionalStudentHistory,1383,279,1264
ETL.Transfer.Models.regionalStudentHistory,1384,279,1364
ETL.Transfer.Models.regionalStudentHistory,1386,281,213
ETL.Transfer.Models.regionalStudentHistory,1387,282,497
ETL.Transfer.Models.regionalStudentHistory,1388,283,73
ETL.Transfer.Models.regionalStudentHistory,1389,283,75
ETL.Transfer.Models.regionalStudentHistory,1392,283,215
ETL.Transfer.Models.regionalStudentHistory,1401,284,433
ETL.Transfer.Models.regionalStudentHistory,1416,286,215
ETL.Transfer.Models.regionalStudentHistory,1417,286,395
ETL.Transfer.Models.regionalStudentHistory,1426,286,862
ETL.Transfer.Models.regionalStudentHistory,1427,286,906
ETL.Transfer.Models.regionalStudentHistory,1431,286,1011
ETL.Transfer.Models.regionalStudentHistory,1435,286,975
ETL.Transfer.Models.regionalStudentHistory,1459,288,769
